run_dir,run_name,organism,replica_count,sample_index,protein_length,num_fragments,fragment_bin,true_order_recovered,completed,shuffled_exact_match,shuffled_similarity,shuffled_edit_similarity,shuffled_adjacent_pair_acc,shuffled_longest_correct_run,shuffled_kendall_tau,deterministic_exact_match,deterministic_similarity,deterministic_edit_similarity,deterministic_adjacent_pair_acc,deterministic_longest_correct_run,deterministic_kendall_tau,control_exact_match,control_similarity,control_edit_similarity,control_adjacent_pair_acc,control_longest_correct_run,control_kendall_tau,agentic_exact_match,agentic_similarity,agentic_edit_similarity,agentic_adjacent_pair_acc,agentic_longest_correct_run,agentic_kendall_tau,oracle_exact_match,oracle_similarity,oracle_edit_similarity,oracle_adjacent_pair_acc,oracle_longest_correct_run,oracle_kendall_tau,nterm_correct,nterm_correct_shuffled,breakpoints,breakpoints_normalized,error_class,validity_concordance,validity_comparable_pairs,best_iteration,num_iterations,best_validity_score,first_pass_validity_score,control_validity_score,control_best_iteration,llm_calls,llm_tokens,llm_failures,duration_seconds,agentic_duration_seconds,control_duration_seconds,num_pruned,total_junctions,pruned_pct,num_confirmed_adjacencies
140726_194805_agentic,"Agentic Evaluation (Yeast, esm_small, r20)",Yeast,20,1,743,55,50+,1,1,0.0,0.0,,0.07407407407407407,0.03636363636363636,0.01818181818181818,0.0,0.033647375504710635,0.26110363391655456,0.3148148148148148,0.07272727272727272,0.23905723905723905,0.0,0.033647375504710635,0.23553162853297438,0.5370370370370371,0.10909090909090909,0.362962962962963,0.0,0.033647375504710635,0.2126514131897712,0.48148148148148145,0.09090909090909091,0.3373737373737374,0.0,0.033647375504710635,0.2624495289367429,0.5185185185185185,0.10909090909090909,0.3373737373737374,1,0,28.000000000000004,0.5185185185185186,partial_assembly,0.7777777777777778,9,5,5,17.89593571514386,20.843142707244677,17.300804091142904,4,4,5942,0,138.11577463150024,114.62454652786255,23.341104745864868,54,2970,1.8181818181818181,45
140726_194805_agentic,"Agentic Evaluation (Yeast, esm_small, r20)",Yeast,20,2,922,91,50+,1,1,0.0,0.07049891540130152,,0.011111111111111112,0.02197802197802198,-0.03247863247863248,0.0,0.11279826464208242,0.2288503253796096,0.34444444444444444,0.054945054945054944,0.1623931623931624,0.0,0.07917570498915401,0.2581344902386117,0.4111111111111111,0.06593406593406594,0.046153846153846156,0.0,0.07809110629067245,0.2169197396963124,0.43333333333333335,0.06593406593406594,-0.010500610500610501,0.0,0.11279826464208242,0.29826464208242953,0.4444444444444444,0.06593406593406594,0.1623931623931624,1,0,51.0,0.5666666666666667,partial_assembly,0.8,10,4,5,15.283738821423654,18.02517097843201,15.65515728788019,5,4,6283,0,196.34944224357605,125.21873259544373,70.98151707649231,90,8190,1.098901098901099,60
140726_194805_agentic,"Agentic Evaluation (Yeast, esm_small, r20)",Yeast,20,3,470,41,20-49,1,1,0.0,0.0,,0.025,0.04878048780487805,0.03170731707317073,0.0,0.002127659574468085,0.21063829787234045,0.375,0.0975609756097561,-0.3097560975609756,0.0,0.031914893617021274,0.29574468085106387,0.5,0.14634146341463414,0.3024390243902439,0.0,0.031914893617021274,0.2702127659574468,0.5,0.14634146341463414,0.2951219512195122,0.0,0.031914893617021274,0.33404255319148934,0.55,0.17073170731707318,0.2951219512195122,1,0,20.0,0.5,partial_assembly,0.7777777777777778,9,2,5,21.00405736683517,24.890298807362335,20.723251817744902,2,4,6202,0,55.89178681373596,47.947674036026,7.796684980392456,40,1640,2.4390243902439024,31
140726_194805_agentic,"Agentic Evaluation (Yeast, esm_small, r20)",Yeast,20,4,122,8,5-9,1,1,0.0,0.7459016393442623,,0.2857142857142857,0.25,0.2857142857142857,0.0,0.6311475409836066,0.3770491803278688,0.42857142857142855,0.375,0.6428571428571429,0.0,0.6721311475409836,0.38524590163934425,0.2857142857142857,0.25,0.5714285714285714,0.0,0.6721311475409836,0.38524590163934425,0.2857142857142857,0.25,0.5714285714285714,0.0,0.8934426229508197,0.7868852459016393,0.5714285714285714,0.625,0.9285714285714286,1,0,5.0,0.7142857142857143,partial_assembly,0.2857142857142857,7,3,5,21.36177459065035,23.76270771922433,21.36177459065035,5,4,6034,0,34.63622450828552,31.807722806930542,2.6813836097717285,7,56,12.5,3
140726_194805_agentic,"Agentic Evaluation (Yeast, esm_small, r20)",Yeast,20,5,584,48,20-49,1,1,0.0,0.11472602739726027,,0.02127659574468085,0.041666666666666664,0.09397163120567376,0.0,0.09417808219178082,0.18664383561643838,0.3617021276595745,0.125,0.044326241134751775,0.0,0.24315068493150685,0.4657534246575342,0.6382978723404256,0.2708333333333333,0.6826241134751773,0.0,0.24486301369863014,0.4417808219178082,0.6382978723404256,0.2708333333333333,0.648936170212766,0.0,0.24486301369863014,0.5051369863013699,0.6595744680851063,0.2708333333333333,0.6666666666666666,1,0,17.0,0.3617021276595745,partial_assembly,0.8888888888888888,9,5,5,15.370477847482166,20.042616627146568,15.318020150216425,3,4,6190,0,95.85229015350342,78.21527194976807,17.4849054813385,47,2256,2.083333333333333,32
140726_194805_agentic,"Agentic Evaluation (Yeast, esm_small, r20)",Yeast,20,6,220,15,10-19,1,1,0.0,0.35454545454545455,,0.14285714285714285,0.13333333333333333,-0.02857142857142857,0.0,0.5409090909090909,0.30000000000000004,0.35714285714285715,0.13333333333333333,0.08571428571428572,0.0,0.5909090909090909,0.7454545454545455,0.6428571428571429,0.3333333333333333,0.7523809523809524,0.0,0.7045454545454546,0.9772727272727273,0.7142857142857143,0.4,0.8476190476190476,0.0,0.7181818181818181,0.9772727272727273,0.8571428571428571,0.5333333333333333,0.8666666666666667,1,0,4.0,0.2857142857142857,partial_assembly,0.7,10,5,5,17.948055403962865,20.85488203135597,18.439258825151022,2,4,5719,0,38.077399015426636,33.68957257270813,4.248540163040161,14,210,6.666666666666667,10
140726_194805_agentic,"Agentic Evaluation (Yeast, esm_small, r20)",Yeast,20,7,327,30,20-49,1,1,0.0,0.012232415902140673,,0.1724137931034483,0.06666666666666667,0.029885057471264367,0.0,0.07339449541284404,0.22018348623853212,0.3448275862068966,0.16666666666666666,0.02528735632183908,0.0,0.07339449541284404,0.24159021406727832,0.3793103448275862,0.16666666666666666,0.0896551724137931,0.0,0.07339449541284404,0.4525993883792049,0.4827586206896552,0.16666666666666666,0.3931034482758621,0.0,0.07339449541284404,0.4525993883792049,0.6206896551724138,0.3333333333333333,0.3931034482758621,1,0,14.999999999999998,0.5172413793103448,partial_assembly,0.5555555555555556,9,2,5,18.88103272106278,20.129125668878153,18.847904141879475,4,4,5964,0,47.594024419784546,39.504921674728394,7.937042713165283,29,870,3.3333333333333335,26
140726_194805_agentic,"Agentic Evaluation (Yeast, esm_small, r20)",Yeast,20,8,640,50,50+,1,1,0.0,0.0,,0.02040816326530612,0.04,0.010612244897959184,0.0,0.0078125,0.22812500000000002,0.30612244897959184,0.1,0.20326530612244897,0.0,0.0046875,0.24531250000000004,0.4897959183673469,0.1,0.23265306122448978,0.0,0.0078125,0.24687499999999996,0.5306122448979592,0.12,0.1493877551020408,0.0,0.0078125,0.24687499999999996,0.5306122448979592,0.12,0.20326530612244897,1,0,23.0,0.46938775510204084,partial_assembly,0.875,8,5,5,16.640094542248097,19.955912360050927,15.837316660708495,3,4,6007,0,92.80294108390808,68.22370719909668,24.424896240234375,49,2450,2.0,34
140726_194805_agentic,"Agentic Evaluation (Yeast, esm_small, r20)",Yeast,20,9,366,34,20-49,1,1,0.0,0.1912568306010929,,0.0,0.029411764705882353,0.25846702317290554,0.0,0.13934426229508196,0.33333333333333337,0.45454545454545453,0.11764705882352941,0.24064171122994651,0.0,0.22404371584699453,0.5218579234972678,0.6666666666666666,0.3235294117647059,0.46880570409982175,0.0,0.22404371584699453,0.4480874316939891,0.6363636363636364,0.20588235294117646,0.2192513368983957,0.0,0.22404371584699453,0.47267759562841527,0.6666666666666666,0.3235294117647059,0.46167557932263814,1,0,12.0,0.36363636363636365,partial_assembly,0.7777777777777778,9,4,5,18.112972265715566,21.35485637554279,17.657302002238318,3,4,5831,0,51.47848296165466,38.50607180595398,12.819858312606812,33,1122,2.941176470588235,28
140726_194805_agentic,"Agentic Evaluation (Yeast, esm_small, r20)",Yeast,20,10,98,13,10-19,1,1,0.0,0.6632653061224489,,0.3333333333333333,0.15384615384615385,0.23076923076923078,0.0,0.6326530612244898,0.33673469387755106,0.16666666666666666,0.15384615384615385,0.46153846153846156,0.0,0.6326530612244898,0.33673469387755106,0.16666666666666666,0.15384615384615385,0.46153846153846156,0.0,0.6326530612244898,0.33673469387755106,0.16666666666666666,0.15384615384615385,0.46153846153846156,0.0,0.8367346938775511,0.6734693877551021,0.4166666666666667,0.23076923076923078,0.46153846153846156,1,0,10.0,0.8333333333333334,partial_assembly,0.3333333333333333,9,1,5,15.198223009028686,15.198223009028686,15.198223009028686,1,4,5909,0,34.23970675468445,30.668074369430542,3.420605182647705,12,156,7.6923076923076925,6
