run_dir,run_name,organism,replica_count,n_samples,fragment_bin,arm,metric,metric_label,n_in_bin,n_usable,mean,lift_over_shuffled,shuffled_mean
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,5-9,shuffled,exact_match,Exact Match,24,24,0.0,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,10-19,shuffled,exact_match,Exact Match,37,37,0.0,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,20-49,shuffled,exact_match,Exact Match,24,24,0.0,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,50+,shuffled,exact_match,Exact Match,9,9,0.0,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,2-4,deterministic,exact_match,Exact Match,6,6,1.0,0.5,0.5
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,5-9,deterministic,exact_match,Exact Match,24,24,0.3333333333333333,0.3333333333333333,0.0
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,10-19,deterministic,exact_match,Exact Match,37,37,0.08108108108108109,0.08108108108108109,0.0
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,20-49,deterministic,exact_match,Exact Match,24,24,0.0,0.0,0.0
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,50+,deterministic,exact_match,Exact Match,9,9,0.0,0.0,0.0
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,2-4,control,exact_match,Exact Match,6,6,1.0,0.5,0.5
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,5-9,control,exact_match,Exact Match,24,24,0.5,0.5,0.0
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,10-19,control,exact_match,Exact Match,37,37,0.21621621621621623,0.21621621621621623,0.0
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,20-49,control,exact_match,Exact Match,24,24,0.041666666666666664,0.041666666666666664,0.0
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,50+,control,exact_match,Exact Match,9,9,0.0,0.0,0.0
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,2-4,agentic,exact_match,Exact Match,6,6,1.0,0.5,0.5
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,5-9,agentic,exact_match,Exact Match,24,24,0.5416666666666666,0.5416666666666666,0.0
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,10-19,agentic,exact_match,Exact Match,37,37,0.24324324324324326,0.24324324324324326,0.0
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,20-49,agentic,exact_match,Exact Match,24,24,0.041666666666666664,0.041666666666666664,0.0
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,50+,agentic,exact_match,Exact Match,9,9,0.0,0.0,0.0
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,2-4,oracle,exact_match,Exact Match,6,6,1.0,0.5,0.5
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,5-9,oracle,exact_match,Exact Match,24,24,0.8333333333333334,0.8333333333333334,0.0
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,10-19,oracle,exact_match,Exact Match,37,37,0.2702702702702703,0.2702702702702703,0.0
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,20-49,oracle,exact_match,Exact Match,24,24,0.041666666666666664,0.041666666666666664,0.0
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,50+,oracle,exact_match,Exact Match,9,9,0.0,0.0,0.0
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,2-4,shuffled,similarity,Sequence Similarity,6,6,0.8820319972176333,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,5-9,shuffled,similarity,Sequence Similarity,24,24,0.6228677198560543,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,10-19,shuffled,similarity,Sequence Similarity,37,37,0.2248770796987567,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,20-49,shuffled,similarity,Sequence Similarity,24,24,0.07829098631371396,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,50+,shuffled,similarity,Sequence Similarity,9,9,0.09727315589666366,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,2-4,deterministic,similarity,Sequence Similarity,6,6,1.0,0.11796800278236674,0.8820319972176333
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,5-9,deterministic,similarity,Sequence Similarity,24,24,0.7972871131691242,0.1744193933130699,0.6228677198560543
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,10-19,deterministic,similarity,Sequence Similarity,37,37,0.4783554544336114,0.2534783747348547,0.2248770796987567
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,20-49,deterministic,similarity,Sequence Similarity,24,24,0.26439352647093123,0.18610254015721725,0.07829098631371396
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,50+,deterministic,similarity,Sequence Similarity,9,9,0.14791522181963995,0.05064206592297631,0.09727315589666366
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,2-4,control,similarity,Sequence Similarity,6,6,1.0,0.11796800278236674,0.8820319972176333
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,5-9,control,similarity,Sequence Similarity,24,24,0.8934847196687269,0.2706169998126726,0.6228677198560543
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,10-19,control,similarity,Sequence Similarity,37,37,0.6137626080778111,0.3888855283790544,0.2248770796987567
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,20-49,control,similarity,Sequence Similarity,24,24,0.31092109945008206,0.23263011313636808,0.07829098631371396
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,50+,control,similarity,Sequence Similarity,9,9,0.2012607489387477,0.10398759304208406,0.09727315589666366
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,2-4,agentic,similarity,Sequence Similarity,6,6,1.0,0.11796800278236674,0.8820319972176333
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,5-9,agentic,similarity,Sequence Similarity,24,24,0.8952243380750119,0.2723566182189577,0.6228677198560543
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,10-19,agentic,similarity,Sequence Similarity,37,37,0.5857640004423295,0.3608869207435727,0.2248770796987567
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,20-49,agentic,similarity,Sequence Similarity,24,24,0.30582575722360805,0.22753477090989413,0.07829098631371396
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,50+,agentic,similarity,Sequence Similarity,9,9,0.13114325505981245,0.03387009916314878,0.09727315589666366
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,2-4,oracle,similarity,Sequence Similarity,6,6,1.0,0.11796800278236674,0.8820319972176333
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,5-9,oracle,similarity,Sequence Similarity,24,24,0.9572168212922754,0.33434910143622104,0.6228677198560543
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,10-19,oracle,similarity,Sequence Similarity,37,37,0.684682461529021,0.45980538183026426,0.2248770796987567
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,20-49,oracle,similarity,Sequence Similarity,24,24,0.34012432335608017,0.26183333704236617,0.07829098631371396
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,50+,oracle,similarity,Sequence Similarity,9,9,0.21575310107727189,0.11847994518060823,0.09727315589666366
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,2-4,shuffled,edit_similarity,Edit Similarity,6,0,,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,5-9,shuffled,edit_similarity,Edit Similarity,24,0,,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,10-19,shuffled,edit_similarity,Edit Similarity,37,0,,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,20-49,shuffled,edit_similarity,Edit Similarity,24,0,,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,50+,shuffled,edit_similarity,Edit Similarity,9,0,,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,2-4,deterministic,edit_similarity,Edit Similarity,6,6,1.0,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,5-9,deterministic,edit_similarity,Edit Similarity,24,24,0.6874683413978006,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,10-19,deterministic,edit_similarity,Edit Similarity,37,37,0.5454158096741992,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,20-49,deterministic,edit_similarity,Edit Similarity,24,24,0.4607524253640822,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,50+,deterministic,edit_similarity,Edit Similarity,9,9,0.3545806759207474,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,2-4,control,edit_similarity,Edit Similarity,6,6,1.0,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,5-9,control,edit_similarity,Edit Similarity,24,24,0.7923083978051778,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,10-19,control,edit_similarity,Edit Similarity,37,37,0.6775206983244906,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,20-49,control,edit_similarity,Edit Similarity,24,24,0.4850383206703682,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,50+,control,edit_similarity,Edit Similarity,9,9,0.34848109154541307,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,2-4,agentic,edit_similarity,Edit Similarity,6,6,1.0,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,5-9,agentic,edit_similarity,Edit Similarity,24,24,0.7982567704202169,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,10-19,agentic,edit_similarity,Edit Similarity,37,37,0.67248192999547,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,20-49,agentic,edit_similarity,Edit Similarity,24,24,0.5458724041024162,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,50+,agentic,edit_similarity,Edit Similarity,9,9,0.34161862624873607,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,2-4,oracle,edit_similarity,Edit Similarity,6,6,1.0,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,5-9,oracle,edit_similarity,Edit Similarity,24,24,0.9213826258815732,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,10-19,oracle,edit_similarity,Edit Similarity,37,37,0.76108043874968,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,20-49,oracle,edit_similarity,Edit Similarity,24,24,0.6127872682760597,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,50+,oracle,edit_similarity,Edit Similarity,9,9,0.40392326964199526,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,2-4,shuffled,adjacent_pair_acc,Adjacent Pair Accuracy,6,6,0.638888888888889,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,5-9,shuffled,adjacent_pair_acc,Adjacent Pair Accuracy,24,24,0.17797619047619048,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,10-19,shuffled,adjacent_pair_acc,Adjacent Pair Accuracy,37,37,0.06351977822566057,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,20-49,shuffled,adjacent_pair_acc,Adjacent Pair Accuracy,24,24,0.05311671369291121,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,50+,shuffled,adjacent_pair_acc,Adjacent Pair Accuracy,9,9,0.029247463826326814,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,2-4,deterministic,adjacent_pair_acc,Adjacent Pair Accuracy,6,6,1.0,0.36111111111111116,0.638888888888889
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,5-9,deterministic,adjacent_pair_acc,Adjacent Pair Accuracy,24,24,0.6700892857142856,0.49211309523809527,0.17797619047619048
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,10-19,deterministic,adjacent_pair_acc,Adjacent Pair Accuracy,37,37,0.5581933611345375,0.49467358290887703,0.06351977822566057
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,20-49,deterministic,adjacent_pair_acc,Adjacent Pair Accuracy,24,24,0.4884976506992893,0.43538093700637814,0.05311671369291121
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,50+,deterministic,adjacent_pair_acc,Adjacent Pair Accuracy,9,9,0.4552628768900812,0.42601541306375446,0.029247463826326814
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,2-4,control,adjacent_pair_acc,Adjacent Pair Accuracy,6,6,1.0,0.36111111111111116,0.638888888888889
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,5-9,control,adjacent_pair_acc,Adjacent Pair Accuracy,24,24,0.7996031746031745,0.6216269841269841,0.17797619047619048
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,10-19,control,adjacent_pair_acc,Adjacent Pair Accuracy,37,37,0.7132106808577396,0.6496909026320791,0.06351977822566057
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,20-49,control,adjacent_pair_acc,Adjacent Pair Accuracy,24,24,0.603375563597681,0.5502588499047697,0.05311671369291121
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,50+,control,adjacent_pair_acc,Adjacent Pair Accuracy,9,9,0.5484447680772752,0.5191973042509483,0.029247463826326814
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,2-4,agentic,adjacent_pair_acc,Adjacent Pair Accuracy,6,6,1.0,0.36111111111111116,0.638888888888889
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,5-9,agentic,adjacent_pair_acc,Adjacent Pair Accuracy,24,24,0.8070436507936508,0.6290674603174603,0.17797619047619048
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,10-19,agentic,adjacent_pair_acc,Adjacent Pair Accuracy,37,37,0.73703282232694,0.6735130441012794,0.06351977822566057
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,20-49,agentic,adjacent_pair_acc,Adjacent Pair Accuracy,24,24,0.6486134108056776,0.5954966971127663,0.05311671369291121
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,50+,agentic,adjacent_pair_acc,Adjacent Pair Accuracy,9,9,0.5751973655845897,0.5459499017582627,0.029247463826326814
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,2-4,oracle,adjacent_pair_acc,Adjacent Pair Accuracy,6,6,1.0,0.36111111111111116,0.638888888888889
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,5-9,oracle,adjacent_pair_acc,Adjacent Pair Accuracy,24,24,0.9229166666666666,0.7449404761904762,0.17797619047619048
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,10-19,oracle,adjacent_pair_acc,Adjacent Pair Accuracy,37,37,0.7729062604062604,0.7093864821805997,0.06351977822566057
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,20-49,oracle,adjacent_pair_acc,Adjacent Pair Accuracy,24,24,0.675203859195325,0.6220871455024138,0.05311671369291121
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,50+,oracle,adjacent_pair_acc,Adjacent Pair Accuracy,9,9,0.5896610942393407,0.5604136304130138,0.029247463826326814
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,2-4,shuffled,longest_correct_run,Longest Correct Run,6,6,0.75,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,5-9,shuffled,longest_correct_run,Longest Correct Run,24,24,0.26281415343915343,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,10-19,shuffled,longest_correct_run,Longest Correct Run,37,37,0.11309933407456627,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,20-49,shuffled,longest_correct_run,Longest Correct Run,24,24,0.0720456532956533,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,50+,shuffled,longest_correct_run,Longest Correct Run,9,9,0.0317101104004596,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,2-4,deterministic,longest_correct_run,Longest Correct Run,6,6,1.0,0.25,0.75
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,5-9,deterministic,longest_correct_run,Longest Correct Run,24,24,0.6453373015873015,0.38252314814814814,0.26281415343915343
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,10-19,deterministic,longest_correct_run,Longest Correct Run,37,37,0.38207655568336685,0.26897722160880055,0.11309933407456627
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,20-49,deterministic,longest_correct_run,Longest Correct Run,24,24,0.2316740368823702,0.1596283835867169,0.0720456532956533
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,50+,deterministic,longest_correct_run,Longest Correct Run,9,9,0.11536620923690509,0.08365609883644548,0.0317101104004596
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,2-4,control,longest_correct_run,Longest Correct Run,6,6,1.0,0.25,0.75
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,5-9,control,longest_correct_run,Longest Correct Run,24,24,0.7389219576719577,0.47610780423280424,0.26281415343915343
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,10-19,control,longest_correct_run,Longest Correct Run,37,37,0.4989983785262423,0.38589904445167605,0.11309933407456627
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,20-49,control,longest_correct_run,Longest Correct Run,24,24,0.2817403671570338,0.20969471386138053,0.0720456532956533
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,50+,control,longest_correct_run,Longest Correct Run,9,9,0.1385744168651933,0.1068643064647337,0.0317101104004596
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,2-4,agentic,longest_correct_run,Longest Correct Run,6,6,1.0,0.25,0.75
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,5-9,agentic,longest_correct_run,Longest Correct Run,24,24,0.7557043650793651,0.49289021164021163,0.26281415343915343
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,10-19,agentic,longest_correct_run,Longest Correct Run,37,37,0.533757905855429,0.4206585717808628,0.11309933407456627
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,20-49,agentic,longest_correct_run,Longest Correct Run,24,24,0.29730327646994315,0.22525762317428985,0.0720456532956533
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,50+,agentic,longest_correct_run,Longest Correct Run,9,9,0.15283421528054275,0.12112410488008317,0.0317101104004596
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,2-4,oracle,longest_correct_run,Longest Correct Run,6,6,1.0,0.25,0.75
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,5-9,oracle,longest_correct_run,Longest Correct Run,24,24,0.896164021164021,0.6333498677248678,0.26281415343915343
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,10-19,oracle,longest_correct_run,Longest Correct Run,37,37,0.5825642598088419,0.4694649257342755,0.11309933407456627
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,20-49,oracle,longest_correct_run,Longest Correct Run,24,24,0.319643629018629,0.24759797572297573,0.0720456532956533
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,50+,oracle,longest_correct_run,Longest Correct Run,9,9,0.16437810435112377,0.1326679939506642,0.0317101104004596
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,2-4,shuffled,kendall_tau,Kendall Tau,6,6,0.5555555555555556,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,5-9,shuffled,kendall_tau,Kendall Tau,24,24,-0.10257936507936509,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,10-19,shuffled,kendall_tau,Kendall Tau,37,37,-0.01645746986304262,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,20-49,shuffled,kendall_tau,Kendall Tau,24,24,-0.027643286428153478,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,50+,shuffled,kendall_tau,Kendall Tau,9,9,0.04745630957971778,,
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,2-4,deterministic,kendall_tau,Kendall Tau,6,6,1.0,0.4444444444444445,0.5555555555555556
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,5-9,deterministic,kendall_tau,Kendall Tau,24,24,0.5752645502645503,0.6778439153439154,-0.10257936507936509
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,10-19,deterministic,kendall_tau,Kendall Tau,37,37,0.38574634580826533,0.4022038156713079,-0.01645746986304262
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,20-49,deterministic,kendall_tau,Kendall Tau,24,24,0.3427490543571701,0.3703923407853236,-0.027643286428153478
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,50+,deterministic,kendall_tau,Kendall Tau,9,9,0.20409375514548012,0.15663744556576234,0.04745630957971778
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,2-4,control,kendall_tau,Kendall Tau,6,6,1.0,0.4444444444444445,0.5555555555555556
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,5-9,control,kendall_tau,Kendall Tau,24,24,0.7918650793650793,0.8944444444444444,-0.10257936507936509
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,10-19,control,kendall_tau,Kendall Tau,37,37,0.596918350478722,0.6133758203417645,-0.01645746986304262
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,20-49,control,kendall_tau,Kendall Tau,24,24,0.4003842169264247,0.4280275033545782,-0.027643286428153478
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,50+,control,kendall_tau,Kendall Tau,9,9,0.244928086944341,0.1974717773646232,0.04745630957971778
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,2-4,agentic,kendall_tau,Kendall Tau,6,6,1.0,0.4444444444444445,0.5555555555555556
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,5-9,agentic,kendall_tau,Kendall Tau,24,24,0.784589947089947,0.8871693121693122,-0.10257936507936509
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,10-19,agentic,kendall_tau,Kendall Tau,37,37,0.6488895967224141,0.6653470665854566,-0.01645746986304262
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,20-49,agentic,kendall_tau,Kendall Tau,24,24,0.4710842103392217,0.4987274967673752,-0.027643286428153478
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,50+,agentic,kendall_tau,Kendall Tau,9,9,0.2531605790124879,0.20570426943277012,0.04745630957971778
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,2-4,oracle,kendall_tau,Kendall Tau,6,6,1.0,0.4444444444444445,0.5555555555555556
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,5-9,oracle,kendall_tau,Kendall Tau,24,24,0.9392857142857144,1.0418650793650794,-0.10257936507936509
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,10-19,oracle,kendall_tau,Kendall Tau,37,37,0.7322656986743674,0.74872316853741,-0.01645746986304262
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,20-49,oracle,kendall_tau,Kendall Tau,24,24,0.5601495724694315,0.587792858897585,-0.027643286428153478
140726_132208_agentic,"Agentic Evaluation (E. coli, esm_small, r20)",E. coli,20,100,50+,oracle,kendall_tau,Kendall Tau,9,9,0.3683039280154218,0.32084761843570403,0.04745630957971778
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,2-4,shuffled,exact_match,Exact Match,5,5,0.4,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,5-9,shuffled,exact_match,Exact Match,14,14,0.0,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,10-19,shuffled,exact_match,Exact Match,49,49,0.0,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,20-49,shuffled,exact_match,Exact Match,30,30,0.0,,
140726_144552_agentic,"Agentic Evaluation (E. coli, esm_small, r5)",E. coli,5,100,50+,shuffled,exact_match,Exact Match,2,2,0.0,,
